odberove_misto_id,odberove_misto_nazev,okres_nuts_kod,operacni_status,odberove_misto_adresa,latitude,longitude,testovaci_kapacita,nasofaryngealni_odber,orofaryngealni_odber,antigenni_odber,drive_in
7a4693b3-1954-4584-95fe-20a182863f02,"AGEL Středomoravská nemocniční a.s., Nemocnice AGEL Přerov",CZ0714,,"Dvořákova 75, 750 02 Přerov",49.4564233,17.4726089,40,1,,,
d760e957-17fa-456c-b347-173ecd10f52c,"AGEL Středomoravská nemocniční a.s., Nemocnice AGEL Šternberk",CZ0712,,"Jívavská 20, 785 01 Šternberk",49.7219678,17.2968650,40,1,,,
9ee85257-a417-4194-80c0-44797a267e70,"AGEL hornická poliklinika s.r.o. - odběrové místo Sokolská tř. Ostrava",CZ0806,,"Sokolská třída 2587/81, 702 00 Ostrava",49.8460583,18.2853503,200,1,,1,
3ac1eeb5-21cf-4e3a-874e-772dacac8836,"AKESO holding - OM Brno-Modřice",CZ0643,,"Svratecká 879, Modřice u Brna, 664 42",49.1335592,16.6343253,440,1,,1,
3c58898a-034a-4056-80c6-d3f14748f54c,"AKESO holding - OM Chlumecká, Praha 9 - Černý Most (Sconto nábytek)",CZ0100,,"Chlumecká 2420, Praha 9, Černý Most, 198 29",50.1112728,14.5838394,440,1,,1,
bba214a6-62fc-414c-a473-8844e06110f5,"AKESO holding - OM Grmelova - Ostrava",CZ0806,,"Grmelova 2033/4, Ostrava - Mariánské Hory, 709 00",49.8365250,18.2504342,440,,,1,
2f2efdc8-63ea-4ab1-b6cd-9f39896ee2d8,"AKESO holding - OM Jeremiášova, Praha 5 - Stodůlky",CZ0100,,"Jeremiášova 947/16, 155 00 Praha 5 - Stodůlky",50.0553869,14.3105781,440,1,,1,
67e440c9-bf48-495a-a3df-8396679401e6,"AKESO holding - OM Kyjevská, Pardubice",CZ0532,,"Kyjevská 44, 53203 Pardubice",50.0283775,15.7903178,300,,,1,
8c49206d-ff94-4183-a1eb-df190d9f345b,"AKESO holding - OM Seydlerova, Praha 5 - Nové Butovice (Poliklinika Lípa)",CZ0100,,"Seydlerova 2451, 158 00 Praha 5 - Stodůlky",50.0506300,14.3473500,440,,,1,
0d6a6d59-1ae7-43d8-8dc1-a8ecbb8a425c,"AKESO holding - OM Stroupežnického, Praha 5 - Anděl",CZ0100,,"Stroupežnického 3181/21, 150 00 Praha 5 - Smíchov",50.0714910,14.4026425,440,,,1,
49ad8251-5330-4298-b39e-92c7cdcf56c3,"AKESO holding - OM Tyršovo nábřeží, Zlín",CZ0724,,"Tyršovo nábřeží 5496, 760 01 Zlín",49.2294975,17.6621192,510,,,1,
ea992325-3efa-48d9-898e-933ee2be052d,"AKESO holding - OM Univerzitní, Plzeň - Skvrňany (Hotel Ibis)",CZ0323,,"Univerzitní 65, 301 00 Plzeň 3",49.7250439,13.3271497,440,,,1,
755322f8-8f3d-4048-94d6-d01a39701638,"AKESO holding - OM Vladivostocká, Praha 10 - Vršovice (Iris Hotel Eden)",CZ0100,,"Vladivostocká 1539, 100 00 Praha 10-Vršovice",50.0683464,14.4719111,440,,,1,
938b59bb-2cbe-4e73-8d25-f0fa0202a22f,"ALERGO – FLOW s.r.o.",,,"ČR - mobilní týmy",,,500,1,,1,
599df2bc-14b9-489a-b8b1-f1273ad2725e,"ALERGOLOGIE - IMUNOLOGIE CENTRUM PODOLÍ s.r.o. - mobilní tým",CZ0100,,,,,0,,,,
467d3d8b-1647-4871-b9da-0421d085a61f,"AM Medica - odběrové místo Frýdek-Místek",CZ0802,,"Ostravská 1551, 738 01 Frýdek-Místek",49.6744519,18.3409464,400,1,1,1,
911a5419-a256-4e53-9b15-ac5fe71bae27,"AM Medica - odběrové místo Havířov",CZ0803,,"Dělnická 1543, 736 01 Havířov",49.7816800,18.4316264,400,1,1,1,
b32c2f0f-3f54-4b89-be12-835dd3eb6fb3,"AM Medica - odběrové místo Český Těšín",CZ0803,,"Hlavní třída 32/31, 737 01 Český Těšín",49.7463167,18.6227617,400,1,1,1,
5ce4027f-303f-490c-82c8-d6dffb939a35,"AOC Plzeň Globus Chotíkov",CZ0323,,"Chotíkov 385, Chotíkov u Plzně",49.7776175,13.3486983,690,,,1,
190e9e2c-c91d-4104-bb7e-5d7c3d702e85,"ATODA Medical, Praha 7 - odběrové místo",CZ0100,,"Nové náměstí 1251/2, 104 00 Praha 22 - Uhříněves",50.0326306,14.5983153,0,,,1,
5ecf72d5-b142-4aa6-aeef-0a93fd9370df,"AURUM CLINIC s.r.o. - odběrové místo Zborovská",CZ0100,,"Zborovská 79/56, 150 00 Praha 5 - Malá Strana",50.0799708,14.4071431,500,1,,1,
26d2cf2b-496a-4175-872e-80718993b565,"AZITA s.r.o. - odběrové místo Praha 10 Plaňanská",CZ0100,1,"Plaňanská 573/1",50.0802200,14.5012344,50,,,1,
672c2ea0-3b68-40cf-bb49-8b44e4eda8a1,"AeskuLab Louny",CZ0424,,"Louny, Pod nemocnicí 2503",50.3499028,13.8082453,60,1,1,1,
bbeeefc5-5529-4f98-a8d4-1b6f49323ccd,"AeskuLab Teplice",CZ0426,,"Teplice, Duchcovská 53",50.6365694,13.8108558,80,1,,1,
76bfd7af-1f98-4e99-a0cd-e64f446a1ad8,"Ag a PCR odběrové místo Brno - Veselá 5",CZ0642,,"Veselá 5, 60200 Brno",49.1946056,16.6065753,200,1,1,1,
75383749-50c6-4539-aaea-dba1c3ca3bfd,"Alergologie BN Trutnov - odběrové místo Podléšková Zahradní Město",CZ0100,,"Podléšková 2336/2, 106 00, Praha 10",50.0601294,14.4996956,80,1,,,
e196c1b7-5689-4efd-8767-983c56705387,"Ambulance Pacanovský s.r.o. - odběrové místo Ostrava Poruba",CZ0806,,"Hlavní třída 1023/55, Ostrava - Poruba",49.8275022,18.1752186,200,1,,1,
4460862b-9dd1-4b29-91b5-ebebdb3e7201,"Antigenní Odběrové Centrum CHARITY ZÁBŘEH",CZ0715,,"Valová 2357/8, 789 01 Zábřeh",49.8838119,16.8742975,120,,,1,
16b57b42-82f4-489a-8b28-a409081084b5,"Antigenní testy pro zaměstnance správy FN HK",CZ0521,,"Sokolská 581, 500 03 Hradec Králové - Nový Hradec Králové",50.2003986,15.8269367,0,,,1,
52e94722-99c9-40ec-913b-99b89359a97a,"Aquapark Uherské Hradiště",CZ0722,,"Sportovní 1214, 686 01 Uherské Hradiště",49.0670408,17.4729561,300,1,,1,
cdc44ae3-297d-4c59-837d-408a5a65dcfc,"B-smiledent s.r.o. - odběrové místo Dobřichovice",CZ020A,,"Tyršova 112/112, 252 29 Dobřichovice",49.9269720,14.2876840,0,,,1,
38e949de-cae0-4d52-be44-22dbc89aca71,"B-smiledent s.r.o. - odběrové místo Mladá Boleslav",CZ0207,,"Husova 192/13, 293 01 Mladá Boleslav II",50.4166208,14.9078689,0,,,1,
2b126047-3c57-4e37-9cf4-60cdee9d9ea4,"BENEDOR s.r.o. - odběrové místo Ostrava Poruba",CZ0806,,"Opavská 6117/51, 708 00 Ostrava - Poruba",49.8320553,18.1767714,0,1,,,
f5389631-dadb-4061-89f8-9112b57abaa6,"BEZ KAZU s.r.o.",CZ0641,,"Blansko, Okružní 2",49.3728000,16.6505644,200,1,,1,
e0dcf70a-9246-4094-b460-fc3673322183,"BEZ KAZU s.r.o. - mobilní odběrové místo BRNO - Líšeň",CZ0642,,"Jírova 2609/2, 628 00 Brno - Líšeň",49.2079389,16.6860453,200,1,,1,
1c021d39-3101-4983-bc96-a562412e0480,"BEZ KAZU s.r.o. - mobilní odběrové místo Rosice",CZ0643,,"Brněnská 1343, 665 01 Rosice",49.1841592,16.4054017,200,1,,1,
9045dabc-a196-4806-8f9c-40e024f3907c,"BEZ KAZU s.r.o. - mobilní odběrový tým Blansko",,,,,,100,1,,1,
6fd41ac6-467c-46d4-a5db-1883f8a1bdb9,"Bačkovský s.r.o. - odběrové místo Chlumec nad Cidlinou",CZ0521,,"Parkoviště Kozelkova vila, Chlumec nad Cidlinou",50.1559864,15.4595994,72,1,,1,
f65d303b-2cb4-464d-8454-d491747046ad,"Bioinova, s.r.o.",CZ0100,,"Vídeňská 1083, 142 20  Praha 4 - Krč",50.0172242,14.4658303,100,,,,1
f338d743-b013-4878-a5d7-f9cd5ee7d562,"Bioptická laboratoř s.r.o.",CZ0323,,"Rejskova 10, 326 00 Plzeň",49.7410781,13.3876475,1000,1,,1,
d4327480-4ee5-4ffe-8991-e788114841b3,"Bohumínská městská nemocnice, a.s.",CZ0803,,"Slezská 207, 735 81 Bohumín – Starý Bohumín",49.9179383,18.3354442,50,1,,,
2a479c5c-7a9a-4c1a-ba15-047afb9373e9,"Booster event s.r.o. - odběrové místo poliklinika Štěchovická",CZ0100,,"Štěchovická 1983/8, Praha",50.0718728,14.5037278,150,1,,1,
9c78095e-a853-4fc5-8697-a69d5bb94e2f,"Bílovecká nemocnice, a.s.",CZ0804,,"17. listopadu 538/57 743 01  Bílovec",49.7620964,18.0172797,50,,,,1
5d40c2ac-e22b-4065-a494-a4606df2ff97,"CITYLAB s.r.o. - Poliklinika Medicentrum MÁJ 5.patro",CZ0311,1,"Dr. Bureše 1251/9a, 37005 České Budějovice",48.9881236,14.4406361,100,1,1,1,
5685b1d3-b298-4967-a3ff-c605bbf4680c,"CITYLAB s.r.o. - Sezimovo Ústí",CZ0317,1,"Nerudova 615/2, Sezimovo Ústí 2",49.3774081,14.7014092,100,1,1,1,
3107bd36-1e4d-4d13-a13a-c2e5fa6244c8,"CITYLAB s.r.o. - mobilní odběrové místo České Budějovice",CZ0324,,"Jihočeský kraj",,,100,1,1,1,
7db80469-3092-4efe-a372-7e3e1ee5e53a,"CITYLAB spol. s r.o. - odběrové místo Benátky nad Jizerou",CZ0207,,"Náměstí 17. listopadu 703, Benátky nad Jizerou",50.2867800,14.8374800,80,1,,1,
45462d0a-9987-46da-8a1b-27358eab6bfa,"CITYLAB spol. s r.o. - odběrové místo Kolín",CZ0204,,"V Břízách 478",50.0257383,15.1921917,100,1,,1,
a36615d1-937f-4232-98f7-cd9cfadffde9,"CITYLAB spol. s r.o. - odběrové místo Kutná Hora Čáslavská",CZ0205,,"Pobřežní 194, 28401 Kutná Hora - Karlov",49.9450722,15.2755117,80,1,,1,
2f5a7c6b-01cf-4665-b99c-4ef09779f3e2,"CITYLAB spol. s r.o. - odběrové místo Milevsko",CZ0314,,"Kpt. Nálepky 1549, 399 01 Milevsko",49.4428181,14.3648250,80,1,,1,
1b8b0f63-2bfd-49a3-bffc-1ed84246dfe3,"CITYLAB spol. s r.o. - odběrové místo Mnichovo Hradiště",CZ0207,,"Sokolovská 322, Mnichovo Hradiště",50.5248589,14.9761806,80,1,,1,
3cae800b-8074-4968-a152-de24ce830888,"CITYLAB spol. s r.o. - odběrové místo mobilní poradna Praha",CZ0100,,"území hlavního města Prahy",,,200,1,,1,
22660e1b-ec1f-416b-ab09-18d82a108425,"CITYLAB spol. s r.o. - odběrové místo Říčany",CZ0209,,"Masarykovo nám. 83/1, 251 01 Říčany",49.9919000,14.6568000,120,1,,1,
9938d952-1015-40ef-b227-8be37c277c9a,"CNtesty.cz - odběrové místo Bělehradská Praha 2",CZ0100,,"Bělehradská 286/75, 120 00 Praha 2",50.0734278,14.4329272,250,1,,1,
8ce2d6f4-dc4d-41df-b194-cad06042090c,"CNtesty.cz - odběrové místo Durychova Praha 4",CZ0100,,"Durychova 972/72, 142 00 Praha 4",50.0194075,14.4521464,250,1,,1,
adb85444-4fee-428f-89b1-e7fa012aaaa5,"CNtesty.cz - odběrové místo Galerie Butovice",CZ0100,,"Radlická 117, 158 00 Praha 5",50.0481958,14.3546242,1000,1,,1,
e8690364-50ef-426c-82a4-4d11f047c703,"CNtesty.cz - odběrové místo Letná Milady Horákové",CZ0100,,"Milady Horákové 851/84, 170 00 Praha 7",50.0996239,14.4192283,1000,1,1,1,
9b1a46e6-d716-4f6f-80f7-86f97975db55,"CNtesty.cz - odběrové místo Nusle Táborská",CZ0100,,"Táborská 940/31, 140 00 Praha 4",50.0621350,14.4374733,1000,1,1,1,
488c3b8a-a106-4388-afbb-5a9ef83180cb,"CNtesty.cz - odběrové místo Pankrác Milevská",CZ0100,,"Milevská 1695/7, 140 00 Praha 4",50.0490656,14.4382333,500,1,,1,
555d9610-fc40-4784-a751-d360b484b02a,"CODUM s.r.o. - odběrové místo poliklinika Modřany",CZ0100,,"Soukalova 3355/3, 143 00 Praha 12 - Modřany",50.0058683,14.4142556,100,,,1,
d5a1375b-ecc4-4e52-9ea3-46e409c39daa,"COP Plus s.r.o. - odběrové místo Charvátova Praha 1",CZ0100,,"Charvátova 10, 110 00 Praha 1",50.0822939,14.4207125,0,1,,1,
139bb40d-88e2-44ec-ba32-b1b7b15bcdf9,"COP Plus s.r.o. - odběrové místo Kobylisy Klapkova",CZ0100,,"Klapkova 3/26, 182 00 Praha 8 - Kobylisy",50.1236311,14.4553878,200,,,1,
6ab08a44-6c28-4dbe-a4d3-77dcdf27167f,"COP Plus s.r.o. - odběrové místo Tuchoměřice",CZ020A,,"Ke Kopanině 421, 252 67 Tuchoměřice",50.1264075,14.2807264,800,,,1,
18ab63d7-7d97-4e1d-8bda-9c41d1b06ee2,"COVID SPOT - odběrové místo CTP Ponávka Škrobárenská Brno",CZ0642,,"Škrobárenská 506/2, 617 00 Brno - Trnitá",49.1864058,16.6247572,500,1,,1,
8a77492c-35ce-408f-b225-5a5608fbfcd1,"COVID SPOT - odběrové místo CTP Spielberk Holandská Brno",CZ0642,,"Holandská 878/2, 639 00 Brno - Štýřice",49.1802669,16.6057336,500,1,,1,
8fbe1aec-3aaf-4db2-877e-fe38becdbddf,"COVID SPOT - odběrové místo CTP Vlněna Přízova Brno",CZ0642,,"Přízova 537/1, 602 00 Brno - Trnitá",49.1904164,16.6167950,500,1,,1,
fdc6d05d-7375-407f-8765-d7ffce79f153,"COVID SPOT - odběrové místo Campus Bohunice Brno",CZ0642,,"Kamenice 753/5, 625 00 Brno - Bohunice",49.1770675,16.5701253,500,1,,1,
1b00d24b-b3aa-421c-9a20-534c5fe0234a,"COVID SPOT - odběrové místo Kubíčkova Brno",CZ0642,,"Kubíčkova 1115/8, 635 00 Brno - Bystrc",49.2212403,16.5180706,500,1,,1,
43425c1c-4c61-4e26-a41c-d006894231e9,"COVID SPOT - odběrové místo OC Futurum Vídeňská Brno",CZ0642,,"Vídeňská 132/100, 619 00 Brno - Dolní Heršpice",49.1558761,16.5977750,500,1,,1,
076a06d4-d1bc-44c0-8a5c-b357bbda1af0,"COVID SPOT - odběrové místo Tyršova Kuřim",CZ0643,,"Tyršova 2048/43, 664 34 Kuřim",49.2969050,16.5492647,500,1,,1,
acd52aef-c001-406f-a5f2-ba4e9f57b826,"COVID TEST BSH - odběrové místo Kvítkovická Napajedla",CZ0724,,"Kvítkovická 1386, 763 61 Napajedla",49.1911903,17.5277936,250,1,,1,
6727b800-da42-4fbf-8523-321e4ea19ae3,"COVID TEST BSH - odběrové místo Tyršovo nábř. Zlín Čepkov",CZ0724,,"Tyršovo nábř. 5496 760 01 Zlín - Čepkov",49.2294975,17.6621192,250,1,,1,
6ee89de5-54dc-485c-9377-438d6739d569,"COVID TEST BSH - odběrové místo U Tescomy Zlín",CZ0724,,"U Tescomy 131,760 01 Zlín",49.2240967,17.7225381,250,1,,1,
7cc1286a-37ac-402c-9571-990e2890bd12,"COVID TEST BSH - odběrové místo, nám. Dr. Beneše Holešov",CZ0721,,"nám. Dr. E. Beneše 13/48, 769 01 Holešov",49.3333675,17.5786047,250,1,,1,
b5e6c605-53b9-4066-9c96-2f6adca4779f,"COVID TEST Zlín - odběrové místo Holešov",CZ0724,,"nám. Dr. E. Beneše 13",49.3318958,17.5787331,120,1,,1,
8d90015d-8de7-411c-badb-fc7687c28896,"COVID TEST Zlín - odběrové místo Napajedla",CZ0724,,"Kvítkovická 1386, areál Agropodnik a.s., 763 61 Napajedla",49.1911903,17.5277936,120,,,1,1
12c41f44-984e-47c2-b007-c8d660d305e6,"COVID TEST Zlín - odběrové místo Tyršovo nábřeží",CZ0724,,"Tyršovo nábřeží 5496, 760 01 Zlín",49.2291425,17.6602572,120,1,,1,
ce91854e-6550-44c3-b641-a4792c833b9e,"COVID TEST Zlín - odběrové místo U Tescomy",CZ0724,,"U Tescomy 131,76001 Zlín",49.2240408,17.7230372,120,1,,1,
168064b1-6b72-47bb-80ae-24e1230bd0dd,"CTCenter MaVE s.r.o.",CZ0712,,"Na Šibeníku 914/1, Olomouc 779 00",49.5972683,17.2364047,10,,,,
106054ac-4939-403b-b983-c88964327a4d,"Centrum pro rodinu PSS a klinické adiktologie z.ú. - odběrové místo Kateřinská",CZ0100,1,"Kateřinská 34, Praha 2, 120 00",50.0745381,14.4274169,0,1,1,1,
99a45b29-0787-4e1d-9f8c-6ff118042d5c,"Centrum zdravotnického zabezpečení sportovní reprezentace - OM Dolní Chabry",CZ0100,,"Dvorní 1211/1a, 184 00 Praha-Dolní Chabry",50.1476489,14.4468853,0,,,1,1
